GAMESTATE,HASHCODE
7298,-848496896
7299,-1726953509
7300,-1726953508
7301,426161949
7302,426161949
7303,-1726951996
7304,426163461
7305,426163461
7306,-1726951989
7307,426163468
7308,426163469
7309,-848495373
7310,426163469
7311,1304620085
7312,1304620085
7313,-1726951961
7314,-1726951960
7315,426163497
7316,-848495345
7317,426163497
7318,-1726951958
7319,426163499
7320,-1726951957
7321,-848495342
7322,426163524
7323,426163525
7324,-1726951931
7325,426163526
7326,-1726951930
7327,426163526
7328,426163527
7329,426163527
7330,426163528
7331,-848495314
7332,426163528
7333,-848495313
7334,-1726955026
7335,426160431
7336,-848498411
7337,426160431
7338,-1726955024
7339,426160433
7340,-848498409
7341,-1726955022
7342,426160435
7343,-1726953512
7344,426160435
7345,-848496897
7346,-1726953510
7347,426161947
7348,-848496895
7349,426161947
7350,-1726953508
7351,426161949
7352,-1726953507
7353,426161949
7354,426161950
7355,-1726953506
7356,426161950
7357,-848496891
7358,-1726953504
7359,426161953
7360,-848495380
7361,426161953
7362,-1726951993
7363,426163464
7364,-848495378
7365,-848495377
7366,-1726951990
7367,-848495375
7368,-1726951988
7369,426163469
7370,-848495373
7371,426163469
7372,-848495372
7373,-1726951985
7374,426163472
7375,-1726951963
7376,426163472
7377,-1726951962
7378,426163495
7379,-848495347
7380,426163495
7381,-848495346
7382,-1726951959
7383,-848495344
7384,-848495343
7385,-1726951956
7386,426163501
7387,-848495320
7388,426163501
7389,-848495318
7390,-1726951931
7391,426160422
7392,-1726955034
7393,426160422
7394,426160423
7395,-848498419
7396,426160423
7397,-1726955032
7398,-1726955031
7399,426160426
7400,426160426
7401,1304617041
7402,1304617041
7403,-848498413
7404,-1726955025
7405,426160432
7406,-848498410
7407,426160432
7408,-1726955022
7409,426160435
7410,-848498407
7411,-1726955020
7412,426160437
7413,-1726955019
7414,426160437
7415,426160438
7416,-848496895
7417,426160438
7418,-1726951999
7419,-848495384
7420,-1726951996
7421,426163461
7422,-1726951995
7423,426163462
7424,-848495380
7425,426163462
7426,-848495379
7427,-1726951992
7428,-848495377
7429,-1726951990
7430,426163467
7431,-848495375
7432,-1726951988
7433,426163469
7434,-848495373
7435,426163469
7436,-1726951986
7437,426163471
7438,-1726951985
7439,426163472
7440,-848495370
7441,426163472
7442,-848495369
7443,-848495368
7444,-1726951981
7445,426163476
7446,-848495345
7447,-848495344
7448,426163523
7449,-848495319
7450,426163523
7451,-1726951932
7452,426163525
7453,-848495317
7454,-1726951930
7455,426163527
7456,-1726951929
7457,426163528
7458,-848495314
7459,426163528
7460,-1726951927
7461,426163530
7462,-848495312
7463,426163530
7464,-848495311
7465,-1222132735
7466,919719106
7467,-1222132733
7468,919719107
7469,-1222132732
7470,1798175722
7471,-1222132732
7472,919719109
7473,1798175724
7474,919720620
7475,919720621
7476,1798177236
7477,1798177237
7478,919720624
7479,-1222131215
7480,919720625
7481,-1222131215
7482,-1222131214
7483,919720626
7484,-1222131214
7485,-1222131213
7486,1798177241
7487,-343674598
7488,1798178751
7489,919720628
7490,919720629
7491,-1222131210
7492,919720630
7493,-1222131210
7494,-1222131209
7495,1798178754
7496,-1222131209
7497,919722141
7498,-1222129698
7499,919722142
7500,919722164
7501,1798178757
7502,919722165
7503,1798178780
7504,1798178781
7505,1798178782
7506,1798178784
7507,919722171
7508,-1222129668
7509,1798178786
7510,-1222129668
7511,1798178787
7512,919722174
7513,-1222129665
7514,1798178789
7515,-1222129665
7516,919722176
7517,-1222129663
7518,1798178812
7519,-1222129663
7520,919722199
7521,-1342004066
7522,-1726955037
7523,-1726955037
7524,426160420
7525,-848498422
7526,426160420
7527,-848498421
7528,-1726955034
7529,426160423
7530,426160423
7531,-1726955029
7532,426160428
7533,-1726955028
7534,-848498413
7535,-1726955025
7536,-848498410
7537,-1726955021
7538,426160436
7539,-1726955019
7540,426160438
7541,426160438
7542,-848496894
7543,426163459
7544,-1726951993
7545,-1726951993
7546,426163464
7547,-848495378
7548,426163464
7549,-1726955034
7550,-1726955032
7551,426160425
7552,-1726955026
7553,426160431
7554,-1726955025
7555,426160431
7556,-848498410
7557,-848498411
7558,426160435
7559,-848498406
7560,-848496895
7561,-1726951994
7562,-848495379
7563,-848495378
7564,-1726951991
7565,-848495371
7566,-1726951984
7567,426163473
7568,-848495369
7569,-848495368
7570,-848495346
7571,426163498
7572,1304620114
7573,-1726951935
7574,426163522
7575,-848495320
7576,426163522
7577,-848495317
7578,-848498417
7579,426160432
7580,426160432
7581,-1726955022
7582,426160435
7583,-1726955021
7584,426160436
7585,-848498406
7586,-1726953509
7587,426161948
7588,-848496894
7589,426161948
7590,-848496892
7591,-848496891
7592,-1726951995
7593,426163462
7594,-848495380
7595,-1726951993
7596,426163464
7597,-848495378
7598,426163464
7599,-848495372
7600,-1726951985
7601,426163472
7602,-1726951984
7603,426163473
7604,-1726951983
7605,426163473
7606,-1726951982
7607,426163475
7608,-848495367
7609,426163475
7610,-1726951980
7611,-1726951979
7612,426163478
7613,-1726951978
7614,-848495363
7615,-1726951976
7616,426163481
7617,-848495361
7618,426163481
7619,-1726951953
7620,426163504
7621,-848495317
7622,426163504
7623,-848495316
7624,-1726951929
7625,426163528
7626,-1726951928
7627,426163529
7628,-1726951927
7629,426163529
7630,426163530
7631,-1726951926
7632,426163530
7633,-1726951925
7634,426163531
7635,-848495311
7636,426163531
7637,-1726951924
7638,426160427
7639,426160427
7640,-1726955028
7641,-1726955027
7642,-848498412
7643,1304617045
7644,-848498411
7645,1304617045
7646,426160434
7647,-848498407
7648,-1726953511
7649,426161946
7650,-848496896
7651,426161946
7652,-1726953509
7653,426161948
7654,-1726953508
7655,426161948
7656,-1726953507
7657,426161950
7658,-848496892
7659,426161950
7660,-1726953505
7661,426161952
7662,-848496890
7663,426161952
7664,-1726953503
7665,426161954
7666,-848495379
7667,426161954
7668,-1726951992
7669,426163465
7670,-848495377
7671,-1726951990
7672,426163467
7673,-848495375
7674,-1726951988
7675,426163469
7676,-1726951966
7677,426163469
7678,426163491
7679,-848495351
7680,426163491
7681,-848495344
7682,-848495343
7683,-1726951956
7684,426163501
7685,-1726951955
7686,426163501
7687,426163502
7688,-848495340
7689,-1726951953
7690,-1726951952
7691,426163505
7692,-848495337
7693,-1726951950
7694,-848498422
7695,-1726955035
7696,426160422
7697,-1726955034
7698,426160422
7699,426160423
7700,-1726955033
7701,426160424
7702,-1726955032
7703,426160424
7704,426160425
7705,-1726955031
7706,-1726955030
7707,426160427
7708,-848498415
7709,-1726955028
7710,426160429
7711,-848498413
7712,426160429
7713,-848498407
7714,-848498406
7715,-1726955019
7716,426160438
7717,-1726955018
7718,426160439
7719,-848498403
7720,426160439
7721,-848498402
7722,-1726953506
7723,426161951
7724,-848496891
7725,426161951
7726,1304618566
7727,-848496890
7728,-1726953503
7729,426161954
7730,-848496888
7731,426161954
7732,-848496887
7733,-1726953500
7734,426161957
7735,-1726953499
7736,426161957
7737,426161958
7738,-848495375
7739,426161958
7740,-1726951988
7741,426163469
7742,-848495373
7743,426163469
7744,-1726951986
7745,426163471
7746,-848495371
7747,426163471
7748,-1726951984
7749,426163473
7750,-848495369
7751,426163473
7752,-848495368
7753,-1726951981
7754,426163476
7755,-848495366
7756,426163476
7757,-848495365
7758,-848495364
7759,-848495363
7760,-848495362
7761,-1726951975
7762,426163482
7763,-1726951974
7764,426163482
7765,-1726951952
7766,426163505
7767,-848495316
7768,426163505
7769,-1726951929
7770,426163528
7771,-848495314
7772,426163528
7773,-1726951927
7774,-848495312
7775,-1726951925
7776,426163532
7777,-1726951924
7778,426163532
7779,426163533
7780,-848495309
7781,426163533
7782,-1726951922
7783,180159909
7784,180159910
7785,1058616525
7786,1058616526
7787,1058616527
7788,1058616528
7789,1058616524
7790,1058616525
7791,1058616524
7792,1058616526
7793,1058616525
7794,1058616527
7795,1058616526
7796,1058616525
7797,1058616526
7798,1058616525
7799,1058616522
7800,1058616522
7801,1058616524
7802,1058616525
7803,1058616524
7804,1828461143
7805,-1726946963
7806,-1726946962
7807,-848490347
7808,-1726946960
7809,-1726946994
7810,426168463
7811,-848490379
7812,426168497
7813,-848490345
7814,-848490378
7815,-848490377
7816,-1726946990
7817,426168467
7818,-848490375
7819,426168467
7820,-848490402
7821,-848490401
7822,-848488891
7823,-1726945504
7824,426169953
7825,-848488889
7826,426169953
7827,-848488920
7828,-848488887
7829,-848488886
7830,1304626570
7831,1304626570
7832,-1726945499
7833,-1726943989
7834,426171468
7835,-848487374
7836,426171468
7837,-848487373
7838,-848487372
7839,-848487371
7840,-848487370
7841,-1726943983
7842,-1726943982
7843,426171475
7844,-848487367
7845,-848487340
7846,-848487339
7847,1304628118
7848,-1726943952
7849,-1726943951
7850,-1726943950
7851,-1726943949
7852,426171508
7853,-1726943948
7854,426171508
7855,426171509
7856,-1726943947
7857,-848487311
7858,-848487280
7859,-848487279
7860,-848487278
7861,1304628179
7862,-848487277
7863,-1726943890
7864,-1726943923
7865,426171534
7866,-848487308
7867,426171534
7868,-848487307
7869,180159915
7870,1058616530
7871,1798175720
7872,1798175721
7873,1798175722
7874,919719109
7875,-1222132730
7876,1798175724
7877,1798175725
7878,1798177235
7879,1798177236
7880,1798177237
7881,919720624
7882,-1222131215
7883,919720625
7884,-1222131214
7885,919720626
7886,1798177241
7887,1798177240
7888,919720627
7889,1798177240
7890,1798177242
7891,919720627
7892,919722138
7893,-1222129701
7894,919722139
7895,-1222129701
7896,1798178754
7897,919722141
7898,919722142
7899,919722143
7900,-1222129697
7901,1798178757
7902,919722144
7903,-1222129695
7904,1798178759
7905,919722146
7906,919722147
7907,-1222129692
7908,1798178762
7909,-1222129692
7910,1798178763
7911,919722150
7912,1798178786
7913,919722173
7914,-1222129666
7915,1798178788
7916,919722175
7917,-1222129664
7918,919722197
7919,-1222129664
7920,1798178812
7921,919722199
7922,1798178814
7923,1798178815
7924,-343673025
7925,-343673025
7926,1798178816
7927,-2081555221
7928,-1341996031
7929,-1726947001
7930,-1726947000
7931,-1726946999
7932,-1726946998
7933,-848490383
7934,-848490382
7935,-848490381
7936,-848490380
7937,1304625077
7938,-1726946993
7939,1304625077
7940,-1726946992
7941,-1726946991
7942,426168466
7943,-848490376
7944,426168466
7945,-848490409
7946,-848490408
7947,1304625049
7948,-1726947021
7949,1304625049
7950,426168436
7951,-848490406
7952,-848490405
7953,-848490404
7954,-848488894
7955,-848488893
7956,1304626564
7957,-848488892
7958,-1726945505
7959,426169952
7960,-1726943995
7961,426169952
7962,426171462
7963,-1726943994
7964,426171462
7965,-1726943993
7966,-848487378
7967,-848487405
7968,-848487404
7969,-1726944017
7970,426171440
7971,-1726944016
7972,426171441
7973,-848487401
7974,426171441
7975,-848487368
7976,1304628089
7977,-848487367
7978,-1726943980
7979,-1726944011
7980,426171446
7981,-1726944010
7982,426171446
7983,426171447
7984,-1726944009
7985,426171447
7986,-848487394
7987,-848487393
7988,-848487392
7989,-1726944005
7990,-848487369
7991,-848487342
7992,-848487341
7993,1304628116
7994,-848487340
7995,-848487339
7996,-1726943952
7997,-1726943930
7998,426171527
7999,-848487315
8000,426171527
8001,-848487348
8002,-848487317
8003,-1726943931
8004,-1726943931
8005,426171526
8006,-1726943930
8007,426171526
8008,-1726943929
8009,426171528
8010,-848487314
8011,426171528
8012,-2081555227
8013,-1341996037
8014,-848490393
8015,-848490392
8016,-848490391
8017,-848490390
8018,-848490389
8019,-1726947002
8020,-1726947001
8021,-1726947000
8022,-1726946999
8023,-1726946998
8024,426168459
8025,-1726946997
8026,426168460
8027,-1726946996
8028,426168460
8029,-1726946995
8030,-1726946994
8031,-848490379
8032,-848490378
8033,-848490377
8034,-848490376
8035,-1726945480
8036,426169977
8037,-848487356
8038,426169977
8039,-848487351
8040,-848487350
8041,-1726943963
8042,-848487348
8043,-1726943962
8044,-1726943962
8045,-1726943961
8046,426171496
8047,-848487346
8048,1304628111
8049,-1726943959
8050,426171498
8051,-1726943958
8052,426171498
8053,-1726943957
8054,-848487342
8055,-1726943955
8056,-1726943954
8057,-1726943953
8058,426171504
8059,-1726943952
8060,426171505
8061,-1726943930
8062,426171505
8063,426171527
8064,-848487315
8065,-848487320
8066,-848487319
8067,-848487318
8068,-1726943931
8069,-848487316
8070,-848487315
8071,-848487293
8072,-1726943928
8073,-1726943927
8074,-1726943926
8075,-848487290
8076,-848487289
8077,-1726943902
8078,-848487287
8079,-848487288
8080,-848487287
8081,-848487288
8082,-848487286
8083,-848487285
8084,-1726943898
8085,-1726943897
8086,426171560
8087,-848487282
8088,426171560
8089,-848487277
8090,-848487276
8091,-1588049539
8092,-848490349
8093,-848490348
8094,-1726946961
8095,426168496
8096,-848490346
8097,-1726946959
8098,-1726946992
8099,-848490376
8100,-848490375
8101,-848488865
8102,1304626592
8103,-848488864
8104,-848488863
8105,-1726945476
8106,426169981
8107,-848488861
8108,426169981
8109,-848488888
8110,-848488887
8111,-848488886
8112,1304626571
8113,-1726945499
8114,1304626571
8115,426169958
8116,-848488884
8117,-848488851
8118,-848488882
8119,-1726945495
8120,426169962
8121,-1726943985
8122,426171474
8123,426171474
8124,-848487317
8125,-1726943930
8126,426171527
8127,-1726943929
8128,426171528
8129,-848487314
8130,-848487256
8131,-1726943869
8132,-1726943902
8133,-1726943901
8134,426171556
8135,-848487286
8136,426171556
8137,-848487285
8138,-848487284
8139,-848487311
8140,-1726943924
8141,-1726943923
8142,-1726943922
8143,426171535
8144,-848487307
8145,919719101
8146,-1222132738
8147,919719102
8148,919719103
8149,919719104
8150,919719105
8151,919719106
8152,1798175721
8153,919719108
8154,-1222132731
8155,1798175723
8156,919719109
8157,919719109
8158,919719110
8159,919719111
8160,919720621
8161,-1222131218
8162,1798177236
8163,-1222131218
8164,1798177237
8165,919720624
8166,919720625
8167,919720626
8168,-1222131213
8169,919720627
8170,1798177242
8171,919720629
8172,-1222131210
8173,919720630
8174,-1222131209
8175,1798178754
8176,1798178755
8177,1798178756
8178,919722143
8179,1798178758
8180,919722145
8181,1798178760
8182,1798178761
8183,919722148
8184,1798178763
8185,-343673076
8186,919722171
8187,-1222129668
8188,919722172
8189,-1222129667
8190,919722173
8191,1798178787
8192,919722174
8193,1798178789
8194,-343673050
8195,919722176
8196,-343673050
8197,-1222129663
8198,919722177
8199,-1222129663
8200,1798178792
8201,1798178814
8202,1798178815
8203,919722202
8204,1798175718
8205,-1726946961
8206,426168496
8207,-848490346
8208,426168496
8209,-1726946959
8210,-1726946992
8211,-848490377
8212,-848490376
8213,1304625081
8214,-1726946989
8215,1304625081
8216,426168468
8217,-848490374
8218,-848490401
8219,-848488887
8220,-848488886
8221,-1726945499
8222,426169958
8223,-848487375
8224,426169958
8225,1304628082
8226,-848487374
8227,1304628082
8228,-1726942478
8229,426172979
8230,-1726942477
8231,426172980
8232,-1726942476
8233,-848485861
8234,-848485860
8235,1304629597
8236,-848485859
8237,-1726942472
8238,426172985
8239,-848485857
8240,426172985
8241,1304629600
8242,-848485856
8243,-848485855
8244,-848485854
8245,-1726942467
8246,426172990
8247,-1726942466
8248,426172991
8249,-848485851
8250,-848485829
8251,-1726942443
8252,-1726942442
8253,-1726942443
8254,-1726942441
8255,-1726942440
8256,-1726942439
8257,-1726942417
8258,-848485802
8259,-848485801
8260,-848485800
8261,-1726942413
8262,-848485798
8263,-1726942411
8264,426173046
8265,-848485796
8266,919720651
8267,-1222131188
8268,1798177266
8269,-1222131188
8270,919720653
8271,919720654
8272,-1222131186
8273,-1222131186
8274,-1222131185
8275,919720655
8276,-1222131184
8277,919720656
8278,1798177270
8279,919720656
8280,919720657
8281,919720656
8282,-1222131182
8283,919722167
8284,1798178782
8285,1798178783
8286,1798178784
8287,-343673055
8288,1798180294
8289,-343673055
8290,1798180295
8291,1798180296
8292,-343671543
8293,919723683
8294,-343671543
8295,-1222128156
8296,1798180298
8297,-1222128156
8298,919723684
8299,919723684
8300,919723685
8301,919723685
8302,919723686
8303,-1222128153
8304,919723687
8305,919723688
8306,919723689
8307,1798180304
8308,919723691
8309,919723692
8310,-1222128147
8311,919723693
8312,-1222128146
8313,1798180308
8314,-1222128146
8315,919723716
8316,919723717
8317,1798180332
8318,-343671507
8319,1798180333
8320,-343671507
8321,1798180334
8322,919723721
8323,1798180336
8324,919723723
8325,919723724
8326,-1222128115
8327,1798180360
8328,1798180361
8329,919723748
8330,1304670067
8331,-1341996000
8332,-1726946970
8333,-1726946969
8334,-848490354
8335,-1726946967
8336,-1726947000
8337,426168457
8338,-1726946999
8339,426168458
8340,-848490384
8341,426168458
8342,-1726946997
8343,426168460
8344,-1726946996
8345,426168461
8346,-848490381
8347,-848490408
8348,-848490407
8349,-1726947020
8350,426168437
8351,-848490405
8352,-848490404
8353,-848490403
8354,-1726947016
8355,426168441
8356,-1726947015
8357,-848490400
8358,-1726945504
8359,-848488889
8360,1304626568
8361,-1726945502
8362,-848487378
8363,-848487377
8364,-1726943990
8365,-848487375
8366,-1726943988
8367,426171469
8368,-1726943987
8369,426171470
8370,-1726943986
8371,426171470
8372,426171471
8373,-848487371
8374,-1726943984
8375,-848487370
8376,426171473
8377,-1726943983
8378,-848487369
8379,-848487368
8380,-848487367
8381,-1726943980
8382,426171477
8383,-848487365
8384,426171477
8385,-848487364
8386,-1726943977
8387,426171480
8388,-1726943976
8389,426171480
8390,426171481
8391,-848487361
8392,426171481
8393,-1726943953
8394,-848487317
8395,-1726943930
8396,426171527
8397,-848487315
8398,-848487314
8399,-848487313
8400,-1726943926
8401,426171531
8402,-848487311
8403,-1726943924
8404,426171533
8405,-848487309
8406,426171533
8407,-1726943923
8408,-1726943923
8409,426168490
8410,-848490352
8411,-848490351
8412,-848490350
8413,-848490349
8414,-848490348
8415,-848490347
8416,-848490346
8417,-1726946959
8418,-1726946960
8419,-1726946959
8420,426168498
8421,-1726946958
8422,426168498
8423,-1726946957
8424,426168499
8425,-848490342
8426,-848490341
8427,-848488831
8428,-1726945444
8429,-1726945443
8430,-848488828
8431,-1726943932
8432,426171525
8433,-848487317
8434,426171525
8435,-1726943930
8436,-1726943929
8437,-1726943928
8438,-1726943927
8439,426171530
8440,-848487312
8441,-848487311
8442,-848487310
8443,-848487309
8444,-848487308
8445,-848487307
8446,-1726943920
8447,-848487305
8448,-1726943918
8449,-1726943917
8450,426171540
8451,-1726943916
8452,-1726943915
8453,-848487279
8454,-1726943871
8455,-1726943870
8456,-1726943869
8457,-1726943868
8458,426171589
8459,-848487253
8460,1304671586
8461,-1576740962
8462,-2081555158
8463,1828461167
8464,1828461167
8465,-1588049514
8466,-1588049513
8467,-1588049512
8468,565065945
8469,-1588049511
8470,-1588049510
8471,1828461173
8472,-313390666
8473,1828461174
8474,-313390666
8475,-1588049507
8476,1828461176
8477,-313390663
8478,-1588049505
8479,-313390663
8480,1828461178
8481,-1726945412
8482,-1726945411
8483,426170046
8484,-848488796
8485,426170046
8486,-848488760
8487,-1726945373
8488,-1726945372
8489,-848488757
8490,-1726945370
8491,-1726945369
8492,-848487245
8493,-1726942349
8494,426173108
8495,-1726942385
8496,-848485770
8497,-1726942383
8498,426173074
8499,-848485768
8500,426173074
8501,1304629689
8502,-1726942381
8503,1304629689
8504,426173076
8505,-848485766
8506,426173076
8507,-2081555123
8508,-1341994381
8509,-848488737
8510,-848488736
8511,-848488735
8512,-848488734
8513,-848488733
8514,-1726945346
8515,426170111
8516,-848488731
8517,-848488730
8518,-848488729
8519,-848488728
8520,1304626729
8521,-1726945341
8522,1304626729
8523,426170116
8524,-848487217
8525,426170116
8526,-848487253
8527,-1726943866
8528,-848487251
8529,-848487250
8530,1304628207
8531,-848487249
8532,1304628207
8533,-1726943863
8534,-1726943863
8535,-848487248
8536,-848487247
8537,1304628210
8538,-1726943860
8539,1304628210
8540,-848487245
8541,-848487209
8542,-848487208
8543,-1341996000
8544,-1726946971
8545,-1726946971
8546,426168486
8547,-848490356
8548,426168486
8549,-848490355
8550,-848490354
8551,-848490353
8552,1304625104
8553,-848490352
8554,-848490351
8555,1304625106
8556,-848490350
8557,1304625106
8558,-848490349
8559,-848490348
8560,-1726946961
8561,-848488837
8562,-848488836
8563,-1726945449
8564,426170008
8565,-848488834
8566,426170008
8567,-1726945447
8568,-848488832
8569,-848488863
8570,-1726945476
8571,-848488862
8572,-848488861
8573,-848488860
8574,1304626597
8575,-848488859
8576,-848488858
8577,-848488857
8578,1304626600
8579,-848488835
8580,-848488834
8581,1304626623
8582,-848488833
8583,1304626623
8584,-848488832
8585,-1726945445
8586,426170012
8587,-1726945444
8588,-848488829
8589,1304626628
8590,-848488828
8591,1304626628
8592,-1341995975
8593,-848490331
8594,1304625126
8595,-1726946944
8596,-848490330
8597,-848490329
8598,-848490328
8599,-1726946941
8600,-848490326
8601,-848490382
8602,-1726946995
8603,426168462
8604,-848490380
8605,-848490379
8606,-848490378
8607,-848490377
8608,-848488867
8609,-848488866
8610,-848488865
8611,-848488864
8612,-848488863
8613,-1726945476
8614,-1726945475
8615,-848488860
8616,-848488887
8617,-848488886
8618,-1726945499
8619,-848488884
8620,-848488883
8621,-848488882
8622,-1726945495
8623,-848488859
8624,-1726945472
8625,-848488857
8626,-1726945471
8627,-1726945470
8628,-1726945471
8629,426169987
8630,-848488855
8631,426169987
8632,-1726945469
8633,-1726945469
8634,-1726945468
8635,426169989
8636,-848488853
8637,1304626604
8638,-848488852
8639,-1726943956
8640,-1726943955
8641,-848487341
8642,919720642
8643,-1222131197
8644,1798177257
8645,-1222131197
8646,-343674582
8647,1798177258
8648,919720645
8649,1798177260
8650,1798177261
8651,-343674578
8652,1798177262
8653,-343674578
8654,-343674577
8655,1798177263
8656,-343674577
8657,-343674576
8658,1798177264
8659,1798177265
8660,-343674574
8661,1798177266
8662,-343674573
8663,919720653
8664,1798178777
8665,919722164
8666,-1222129675
8667,919722165
8668,-1222129675
8669,-1222129674
8670,1798178780
8671,-1222129674
8672,919722167
8673,1798178782
8674,919722169
8675,-1222129670
8676,1798178784
8677,1798178785
8678,919722172
8679,-1222129667
8680,1798178787
8681,919722174
8682,919722175
8683,1798178790
8684,1798178791
8685,1798178792
8686,1798178793
8687,1798178815
8688,1798178816
8689,-343673023
8690,919723712
8691,1798180327
8692,1798180328
8693,919723715
8694,1798180330
8695,1798180331
8696,-1341996003
8697,-1726946973
8698,-1726946972
8699,-1726946971
8700,-848490356
8701,1304625101
8702,-1726946969
8703,1304625101
8704,426168488
8705,-848490354
8706,-1726946967
8707,426168490
8708,-1726946966
8709,426168491
8710,-848490351
8711,426168491
8712,-1726946964
8713,426168493
8714,-1726946963
8715,426168494
8716,-1726946962
8717,-848490347
8718,-848490378
8719,-848490377
8720,-848490376
8721,-848490375
8722,-1726945479
8723,426169978
8724,-848488864
8725,426169978
8726,-848488863
8727,-1726945476
8728,-1726945475
8729,-848487351
8730,-848487350
8731,-848487349
8732,-1726943962
8733,426171495
8734,-1726943961
8735,426171495
8736,426171496
8737,-848487346
8738,426171496
8739,-848487315
8740,-1726943928
8741,426171529
8742,-1726943927
8743,426171529
8744,426171530
8745,-848487312
8746,426171530
8747,-1726943925
8748,426171532
8749,-1726943924
8750,426171533
8751,-848487309
8752,1304628148
8753,-848487308
8754,-848487307
8755,-848487306
8756,-848487305
8757,-848487283
8758,-1726943896
8759,426171561
8760,-848487281
8761,-848487312
8762,1304628145
8763,-1726943904
8764,1304628145
8765,426171553
8766,-848487289
8767,426171553
8768,-848487288
8769,-1726943901
8770,426171556
8771,-848487286
8772,-1726943899
8773,426171558
8774,-848487284
8775,426171558
8776,1798175711
8777,1798175712
8778,1798175713
8779,-343676126
8780,919719100
8781,-1222132739
8782,919719101
8783,1798175716
8784,-1222132736
8785,1798175718
8786,-1222132736
8787,1798175719
8788,919719106
8789,-1222132733
8790,919719107
8791,-1222132733
8792,-1222132732
8793,919719108
8794,-1222132732
8795,-1222132731
8796,1798175723
8797,-1222132731
8798,919719110
8799,1798175725
8800,919719112
8801,1798175727
8802,1798177237
8803,919720624
8804,1798177239
8805,919722135
8806,1798178750
8807,919722137
8808,-1222129702
8809,919722138
8810,-1222129702
8811,-1222129701
8812,1798178753
8813,-1222129701
8814,1798178754
8815,919722141
8816,-1222129698
8817,919722142
8818,-1222129697
8819,1798178757
8820,-1222129697
8821,919722144
8822,-1222129695
8823,919722145
8824,-1222129695
8825,1798178760
8826,919722147
8827,-1222129692
8828,1798178762
8829,-1222129692
8830,1798178763
8831,1798178764
8832,919722148
8833,919722148
8834,-1222129691
8835,1798178763
8836,-1222129691
8837,1798178764
8838,1798178763
8839,1798178765
8840,1798178764
8841,919722152
8842,-1222129687
8843,919722174
8844,-1222129687
8845,1798178810
8846,919722197
8847,-1222129642
8848,919722198
8849,-1222129641
8850,1798178813
8851,1798178814
8852,1798178815
8853,1798178816
8854,919722203
8855,-1222129636
8856,1798178818
8857,-1222129636
8858,919719098
8859,-1222132741
8860,919719099
8861,-1222132741
8862,-1222132740
8863,1798175714
8864,919719101
8865,-1222132738
8866,1798175716
8867,-1222132738
8868,1798175717
8869,919719105
8870,919719106
8871,-1222132733
8872,919719107
8873,-1222132733
8874,-1222132732
8875,1798175722
8876,-1222132732
8877,-1222132730
8878,1798175724
8879,1798175726
8880,1798177236
8881,919720623
8882,-1222131216
8883,-1222131216
8884,-1222131215
8885,-1222129704
8886,919722136
8887,-1222129703
8888,1798178751
8889,-1222129703
8890,1798178752
8891,1798178753
8892,919722140
8893,1798178755
8894,1798178756
8895,919722143
8896,-1222129696
8897,1798178758
8898,-1222129696
8899,919722145
8900,-1222129694
8901,1798178760
8902,919722147
8903,-1222129692
8904,1798178762
8905,1798178784
8906,919722171
8907,-1222129668
8908,1798178786
8909,1798178787
8910,1798178788
8911,919722175
8912,-1222129664
8913,919722176
8914,-1222129663
8915,1798178791
8916,1798178792
8917,-1341996034
8918,-1726947004
8919,426168453
8920,-848490389
8921,-848490358
8922,-848490357
8923,-848490356
8924,-1726946969
8925,426168488
8926,-848490354
8927,426168488
8928,-848490353
8929,-848490352
8930,-848490351
8931,-848490350
8932,-1726946963
8933,426168494
8934,-848490348
8935,-1726946961
8936,426168496
8937,-848488837
8938,426168496
8939,-848488868
8940,-848488867
8941,-848488866
8942,-1726945479
8943,-1726945478
8944,426169979
8945,-848488863
8946,426169979
8947,-1726945476
8948,-848488861
8949,-848488860
8950,-1726945473
8951,1304626597
8952,1304626597
8953,-1726945472
8954,-848488857
8955,-848488826
8956,-1726943930
8957,426171527
8958,-1726943929
8959,426171527
8960,426171528
8961,-848487314
8962,-1726943927
8963,426171530
8964,-848487312
8965,426171530
8966,-1726943925
8967,426171532
8968,-1726943924
8969,426171532
8970,-848487309
8971,-848487340
8972,-1726943953
8973,-848487317
8974,-848487284
8975,-848487283
8976,-848487282
8977,-848487281
8978,-848487280
8979,-1726943893
8980,-1726943892
8981,426171565
8982,-1726943891
8983,426171565
8984,426171566
8985,-848487276
8986,-1726947005
8987,-1726947005
8988,-1726947003
8989,-848490388
8990,-848490387
8991,-1726947000
8992,426168457
8993,-1726946999
8994,426168457
8995,-1726946998
8996,-1726946997
8997,426168460
8998,-1726946996
8999,426168461
9000,-848490381
9001,426168461
9002,-848490350
9003,-848490349
9004,-848490348
9005,-1726946961
9006,426168496
9007,-1726946960
9008,426168496
9009,426168497
9010,-848490345
9011,426168497
9012,-1726945449
9013,426170008
9014,-848488834
9015,426170008
9016,-848488833
9017,-1726945446
9018,426170011
9019,-848488831
9020,426170011
9021,-848488862
9022,426169982
9023,2036561755
9024,2036561755
9025,-105290084
9026,2036561755
9027,2036561755
9028,-1379948928
9029,-1379948928
9030,-1379948928
9031,-1379948928
9032,-1726943964
9033,-1726943931
9034,-848487316
9035,-1726943929
9036,-1726943928
9037,-1726943927
9038,-848487312
9039,-848487311
9040,-1726943924
9041,-848487309
9042,-1726943923
