GAMESTATE,HASHCODE
2978,1798175721
2979,919719108
2980,1798175723
2981,919719111
2982,-1222132728
2983,1798175726
2984,-1222132728
2985,919720624
2986,-1222131215
2987,1798178748
2988,919722135
2989,-1222129704
2990,919722136
2991,919722137
2992,-1222129702
2993,1798178752
2994,-1222129702
2995,919722139
2996,-1222129700
2997,1798178754
2998,-1222129700
2999,919722141
3000,-1222129698
3001,1798178756
3002,-1222129698
3003,919722143
3004,-1222129696
3005,1798178758
3006,1798178759
3007,919722146
3008,-1222129693
3009,1798178761
3010,-1222129693
3011,919722148
3012,-1222129691
3013,1798178763
3014,-1222129691
3015,919722171
3016,-1222129668
3017,1798178786
3018,-1222129668
3019,1798178809
3020,1798178810
3021,919722197
3022,919722199
3023,-1222129640
3024,1798178814
3025,-1222129640
3026,1798178815
3027,1798178817
3028,-343673022
3029,1798178818
3030,-343673021
3031,1798178819
3032,-848498422
3033,-1726955035
3034,426160422
3035,426160431
3036,426160431
3037,-1726955024
3038,426160433
3039,-848498409
3040,426160433
3041,-1726955022
3042,426160435
3043,-1726955021
3044,-1726955020
3045,-848498405
3046,-848496895
3047,-848496894
3048,-848496893
3049,-1726951997
3050,-848495382
3051,-848495381
3052,-1726951994
3053,-1726951993
3054,426163464
3055,-848495378
3056,426163464
3057,-1726951991
3058,426163466
3059,-848495376
3060,-848495375
3061,-848495374
3062,-848495373
3063,-1726951986
3064,426163471
3065,-1726951985
3066,426163472
3067,-848495349
3068,426163472
3069,-848495348
3070,-848495347
3071,-848495346
3072,-848495345
3073,-848495344
3074,-2081555618
3075,-1341994884
3076,-1726945855
3077,-1726945854
3078,-1726945855
3079,426169603
3080,-1726945824
3081,426169633
3082,-848489209
3083,-848489208
3084,1304626249
3085,-848489207
3086,1304626249
3087,-848489206
3088,-1726945819
3089,426169638
3090,-848489204
3091,426169638
3092,-1726945817
3093,426169640
3094,-848489202
3095,426169640
3096,-848489179
3097,1304626278
3098,-1726945792
3099,1304626278
3100,-1726945815
3101,426169642
3102,-1726945814
3103,426169643
3104,-1726945813
3105,426169643
3106,-1726945812
3107,426169645
3108,-1726945811
3109,426169646
3110,-848489196
3111,426169646
3112,-848489226
3113,1304626231
3114,-848489225
3115,1304626231
3116,-1726945838
3117,-848489223
3118,1304626234
3119,-1726944327
3120,1304626234
3121,-848486203
3122,1304629254
3123,-848486202
3124,1304629254
3125,1304629255
3126,-848486201
3127,1304629255
3128,1304629256
3129,-848486200
3130,1304629256
3131,-848486199
3132,-1726942812
3133,426172645
3134,-848486197
3135,-848486167
3136,1304629290
3137,-1726942780
3138,-848486165
3139,-848486164
3140,1304629293
3141,-848486163
3142,1304629293
3143,-848486162
3144,-1726942775
3145,-1726942774
3146,426172683
3147,-1726942773
3148,426172683
3149,426172684
3150,-848486137
3151,-848486114
3152,-1726942727
3153,-1726942750
3154,426172707
3155,-848486135
3156,-848486165
3157,-1726942778
3158,426172679
3159,-848486163
3160,-848486162
3161,1304629295
3162,-848486161
3163,1304629295
3164,1304629296
3165,-848486160
3166,-2081555588
3167,-1341994854
3168,-848489210
3169,-848489209
3170,-848489208
3171,-848489207
3172,1304626250
3173,-848489206
3174,1304626250
3175,-1726945819
3176,-848489204
3177,-1726945817
3178,426169640
3179,-1726945816
3180,426169640
3181,-848489201
3182,-848489178
3183,-1726945791
3184,-1726945814
3185,426169643
3186,-1726945813
3187,-1726945843
3188,-848489228
3189,-1726945841
3190,426169616
3191,-848489226
3192,-848487716
3193,-848487715
3194,-848487714
3195,-1726944327
3196,-848487712
3197,-1726944325
3198,-1726944324
3199,426171133
3200,-1726942814
3201,-1726942813
3202,-848486198
3203,-848486168
3204,1304629289
3205,-1726942781
3206,426172676
3207,-1726942780
3208,426172677
3209,-848486165
3210,-1726942778
3211,-1726942777
3212,426172680
3213,-848486162
3214,-848486139
3215,-848486138
3216,1304629319
3217,-848486137
3218,1304629319
3219,-1726942750
3220,-1726942773
3221,426172684
3222,-848486158
3223,426172684
3224,-848486188
3225,-1726942801
3226,-848486165
3227,-1726942778
3228,-1726942777
3229,426172680
3230,-848486162
3231,426172680
3232,-848486161
3233,-1726942753
3234,426172704
3235,-848486138
3236,426172704
3237,-848486137
3238,-848486136
3239,-2081563254
3240,-1342004065
3241,-1726955036
3242,-1726955036
3243,426160421
3244,-848498421
3245,426160421
3246,1304617036
3247,-1726955034
3248,1304617036
3249,-848498419
3250,-1726955032
3251,426160425
3252,-848498417
3253,426160425
3254,-1726955030
3255,-1726955029
3256,426160428
3257,-848498414
3258,426160428
3259,-1726955027
3260,426160430
3261,-848498412
3262,426160430
3263,-1726955025
3264,426160432
3265,-848498410
3266,-1726955023
3267,426160434
3268,-848498408
3269,-848498407
3270,1304617050
3271,-848498406
3272,-1726955019
3273,-1726955018
3274,426160439
3275,-848496894
3276,-1726951998
3277,426163459
3278,-848495383
3279,426163459
3280,-848495382
3281,-1726951995
3282,426163462
3283,-848495380
3284,-1726951993
3285,-848495378
3286,-848495377
3287,-1726951990
3288,426163467
3289,-848495375
3290,-1726951988
3291,426163469
3292,-1726951987
3293,426163469
3294,-848495372
3295,-848495371
3296,-1726951984
3297,426163473
3298,-848495369
3299,1304620088
3300,-848495347
3301,-848495346
3302,-848495345
3303,-848495344
3304,-1726951957
3305,426163500
3306,-848495342
3307,426163500
3308,-1726951955
3309,426163502
3310,-848495340
3311,426163502
3312,426160421
3313,-848496895
3314,-1726953508
3315,426161949
3316,-848496893
3317,426161949
3318,-1726951997
3319,426163460
3320,-848495382
3321,426163460
3322,-848495381
3323,-1726951994
3324,426163463
3325,-848495379
3326,426163463
3327,1304620078
3328,-848495378
3329,-1726951991
3330,426163466
3331,-848495376
3332,426163466
3333,-1726951989
3334,426163468
3335,-848495374
3336,-1726951987
3337,426163470
3338,-848495372
3339,426163470
3340,-1726951985
3341,426163472
3342,-848495349
3343,-1726951962
3344,-848495347
3345,-848495346
3346,-1726951959
3347,-1726951958
3348,426163499
3349,-1726951957
3350,-848495342
3351,-1726951934
3352,426163523
3353,-848495319
3354,426163523
3355,-848495318
3356,-2081564769
3357,-1342005580
3358,-848499936
3359,-848499935
3360,-1726956548
3361,426158909
3362,-848499933
3363,426158909
3364,-848499932
3365,-848499931
3366,-848499930
3367,-1726956543
3368,426158914
3369,-848499928
3370,-1726956541
3371,426158916
3372,-848499926
3373,426158916
3374,-848499925
3375,-1726956538
3376,-1726956537
3377,-848498413
3378,-848498412
3379,-848498411
3380,-848498410
3381,-1726955023
3382,426160434
3383,-848498408
3384,-848498407
3385,-1726955020
3386,-1726955021
3387,-1726955020
3388,-1726955019
3389,426160438
3390,-848498404
3391,426160438
3392,-848498403
3393,-848498402
3394,-1726953506
3395,-1726953505
3396,426161952
3397,-1726953504
3398,426161952
3399,-848496889
3400,-1726953502
3401,-848496887
3402,-1726953500
3403,426161957
3404,-848496864
3405,426161957
3406,-848496863
3407,-848495318
3408,-1726951931
3409,-1726951930
3410,-848495316
3411,-1726951930
3412,-1726951930
3413,426163527
3414,-848495315
3415,426163527
3416,-1726951928
3417,-848495313
3418,-848495312
3419,1828460732
3420,-313391107
3421,1828460733
3422,-313391107
3423,-1726945829
3424,-848489214
3425,-1726945827
3426,426169630
3427,-1726945826
3428,-848489211
3429,-848489210
3430,-1726945823
3431,-1726945822
3432,426169635
3433,-848489207
3434,1304626250
3435,-1726945820
3436,1304626250
3437,426169637
3438,-1726945819
3439,426169637
3440,426169638
3441,-848489204
3442,-848489203
3443,-848489202
3444,-1726945815
3445,-1726944305
3446,-1726944304
3447,426171153
3448,-848487689
3449,1304627768
3450,-1726944303
3451,-1726944303
3452,426171154
3453,-848487688
3454,426171154
3455,-1726944302
3456,-1726944302
3457,426171155
3458,-1726944301
3459,-1726944300
3460,-1726944299
3461,-1726944298
3462,-1726944297
3463,-848486173
3464,1304629284
3465,-1726942786
3466,1304629284
3467,426172671
3468,-1726942785
3469,-1726942784
3470,-848486169
3471,-1726942783
3472,-1726942783
3473,-1726942761
3474,426172696
3475,-848486146
3476,-1726942760
3477,-848486145
3478,-848486169
3479,-1726942782
3480,-848486167
3481,-848486166
3482,-848486165
3483,-1726942778
3484,-1726942750
3485,426172707
3486,-1726942749
3487,-848486134
3488,-848486133
3489,-1726942746
3490,-2081555618
3491,-1341994884
3492,-1726945854
3493,-1726945853
3494,-1726945852
3495,-1726945828
3496,-848489213
3497,426169631
3498,-1726945825
3499,426169632
3500,-1726945824
3501,426169633
3502,-848489209
3503,-1726945822
3504,-1726945792
3505,426169665
3506,-848489177
3507,426169665
3508,-1726945790
3509,426169667
3510,-1726945789
3511,426169668
3512,-1726944279
3513,426169668
3514,-1726944278
3515,-1726944248
3516,-1726944272
3517,-1726944271
3518,-848487656
3519,-1726944270
3520,-1726944270
3521,426171187
3522,-848487655
3523,-1726944268
3524,426171189
3525,-848487653
3526,-848487651
3527,-1726944264
3528,426171193
3529,-1726944263
3530,426171193
3531,-1726944262
3532,426171195
3533,-1726944232
3534,-848487617
3535,-848487616
3536,-848487615
3537,-848486105
3538,-848486104
3539,-848486103
3540,-1726942716
3541,-1726942715
3542,-1726942714
3543,-1726942744
3544,426172713
3545,-1726942722
3546,-1726942721
3547,-848486106
3548,-848486107
3549,-1726942720
3550,426172737
3551,-848486105
3552,-848486107
3553,-1726942720
3554,-1726942719
3555,426172738
3556,-1726942718
3557,919719095
3558,919719095
3559,-1222132744
3560,-1222132744
3561,-1222132738
3562,-1222132738
3563,919719105
3564,919719106
3565,-1222132731
3566,919719109
3567,919719110
3568,-1222132729
3569,1798175725
3570,1798178748
3571,-343673091
3572,919722135
3573,-343673091
3574,-1222129704
3575,1798178751
3576,1798178752
3577,-343673087
3578,1798178753
3579,-343673087
3580,1798178754
3581,919722141
3582,-1222129698
3583,1798178756
3584,-1222129698
3585,-343673083
3586,1798178757
3587,919722144
3588,-1222129695
3589,1798178759
3590,1798178760
3591,1798178782
3592,1798178783
3593,919722170
3594,-1222129669
3595,919722171
3596,-1222129668
3597,919722172
3598,-1222129668
3599,-1222129667
3600,1798178787
3601,-1222129667
3602,919722174
3603,1798178789
3604,919722176
3605,-1222129663
3606,1798178791
3607,-1222129663
3608,919722199
3609,-1222129640
3610,1798178814
3611,-1222129640
3612,426160425
3613,-848498417
3614,-1726955030
3615,-1726955029
3616,426160428
3617,-1726955028
3618,-848498413
3619,1304617044
3620,-848498412
3621,1304617044
3622,1304617046
3623,-848498410
3624,1304617046
3625,-1726955023
3626,426160434
3627,1304617049
3628,1304617049
3629,-1726955020
3630,-1726955019
3631,426160438
3632,-1726953509
3633,426160438
3634,-1726953508
3635,-848495385
3636,-848495384
3637,-1726951997
3638,426163460
3639,-848495382
3640,426163460
3641,-848495381
3642,-1726951994
3643,426163463
3644,-1726951993
3645,426163464
3646,-1726951992
3647,426163464
3648,426163465
3649,-848495377
3650,426163465
3651,-1726951990
3652,426163467
3653,-848495375
3654,1304620082
3655,-848495374
3656,1304620082
3657,-1726951987
3658,-848495372
3659,-848495371
3660,-848495370
3661,-1726951983
3662,426163474
3663,-848495347
3664,426163474
3665,-1726951960
3666,426163497
3667,-1726951959
3668,426163497
3669,-848495344
3670,-1726951958
3671,-1726951958
3672,426163499
3673,-848495343
3674,426163499
3675,1304620114
3676,-848495342
3677,-1726951934
3678,-1726951933
3679,426163524
3680,-1726951932
3681,426163524
3682,426163525
3683,-1726951931
3684,426163526
3685,-848495316
3686,426163526
3687,1304620141
3688,-848495315
3689,1304620141
3690,-1726951929
3691,-1726951928
3692,-1726951927
3693,1798175711
3694,1798175712
3695,919719098
3696,919719098
3697,-1222132741
3698,1798175713
3699,-1222132741
3700,919719100
3701,1798175715
3702,919719102
3703,-1222132737
3704,-1222132737
3705,1798175720
3706,1798175721
3707,919719108
3708,-1222132731
3709,919719109
3710,-1222132730
3711,1798175724
3712,-1222132730
3713,919719111
3714,1798177235
3715,919720622
3716,1798177237
3717,919720624
3718,-1222131215
3719,1798177239
3720,-1222131215
3721,1798177240
3722,919722136
3723,-1222129703
3724,1798178751
3725,-1222129703
3726,-343673088
3727,1798178752
3728,-343673088
3729,1798178753
3730,1798178754
3731,-343673085
3732,1798178755
3733,-343673085
3734,919722142
3735,1798178757
3736,919722144
3737,-1222129695
3738,1798178780
3739,-1222129695
3740,1798178781
3741,1798178782
3742,1798178783
3743,-343673056
3744,1798178784
3745,-343673056
3746,1798178785
3747,180159908
3748,-1961691931
3749,1058616523
3750,-1961691931
3751,1798175712
3752,919719099
3753,-1222132740
3754,919719102
3755,-1222132737
3756,1798175717
3757,-1222132737
3758,919719104
3759,-1222132735
3760,1798175719
3761,-1222132735
3762,1798175723
3763,-343676116
3764,-1222132728
3765,-1222132728
3766,-1222131217
3767,-1222131217
3768,-343674602
3769,1798177238
3770,-343674602
3771,-343674601
3772,1798177239
3773,1798177240
3774,1798177241
3775,1798177242
3776,-343674597
3777,919720629
3778,-343674597
3779,-1222131210
3780,1798177244
3781,-1222131210
3782,919722140
3783,-1222129699
3784,-1222129699
3785,-1222129697
3786,-1222129697
3787,1798178779
3788,919722145
3789,-1222129694
3790,919722146
3791,919722147
3792,919722148
3793,-1222129691
3794,1798178784
3795,-1222129691
3796,1798178785
3797,1798178786
3798,919722173
3799,-1222129666
3800,-1222129666
3801,1798178790
3802,1798178791
3803,1304671611
3804,919720641
3805,1798177256
3806,1798177257
3807,1798177258
3808,919720645
3809,-1222131194
3810,1798177260
3811,-1222131194
3812,-343674579
3813,1798177261
3814,1798177262
3815,1798177263
3816,1798177264
3817,919720651
3818,-1222131188
3819,1798177266
3820,919720653
3821,1798178777
3822,919722163
3823,919722163
3824,-1222129676
3825,919722164
3826,-1222129676
3827,-1222129675
3828,919722165
3829,-1222129675
3830,-1222129674
3831,919722166
3832,-1222129674
3833,919722167
3834,919722168
3835,-1222129671
3836,1798178783
3837,919723679
3838,-1222128160
3839,1798180294
3840,1798180295
3841,-343671544
3842,919723682
3843,-343671544
3844,-1222128157
3845,919723683
3846,919723684
3847,-1222128155
3848,919723685
3849,-1222128156
3850,1798180300
3851,919723687
3852,1798180302
3853,1798180303
3854,1798180304
3855,1798180305
3856,919723692
3857,-1222128147
3858,919723693
3859,-1222128146
3860,919723694
3861,919723695
3862,1798180310
3863,919723718
3864,-1222128121
3865,919723719
3866,-1222128120
3867,1798180355
3868,-1222128120
3869,1798180356
3870,1798180357
3871,1798180358
3872,919723745
3873,-1222128094
3874,1798180360
3875,-1222128094
3876,919723747
3877,-1222128092
3878,1798180362
3879,1058616523
3880,1058616524
3881,1798177258
3882,1798177259
3883,919720648
3884,919720647
3885,1798177262
3886,1798177263
3887,1798177264
3888,-343674575
3889,1798177265
3890,-343674575
3891,919720652
3892,1798177267
3893,919720654
3894,-1222131185
3895,1798178778
3896,1798178779
3897,1798178780
3898,919722167
3899,1798178782
3900,1798178783
3901,-343673056
3902,1798178784
3903,-343673056
3904,1798178785
3905,1798178786
3906,919722173
3907,919722174
3908,1798178789
3909,919722176
3910,919723686
3911,919723687
3912,-1222128152
3913,919723688
3914,-1222128152
3915,919723689
3916,1798180304
3917,919723691
3918,-1222128148
3919,1798180327
3920,-1222128148
3921,-343671512
3922,1798180328
3923,-343671512
3924,919723715
3925,919723716
3926,919723717
3927,919723718
3928,1798180333
3929,1798180334
3930,919723721
3931,-1222128118
3932,1798180336
3933,-1222128118
3934,1798180337
3935,-1726955034
3936,426160423
3937,-848498419
3938,1304617038
3939,-848498418
3940,1304617038
3941,-1726955031
3942,-1726955030
3943,426160427
3944,-1726955029
3945,426160427
3946,-848498414
3947,-1726955027
3948,426160430
3949,426160430
3950,-848498409
3951,-1726955022
3952,426160435
3953,426160435
3954,426160437
3955,-848496896
3956,426160437
3957,-848496895
3958,-1726953506
3959,-1726951996
3960,426161951
3961,426163461
3962,-848495381
3963,426163461
3964,-848495380
3965,-848495379
3966,-848495378
3967,1304620079
3968,-848495377
3969,1304620079
3970,1304620080
3971,-848495376
3972,1304620080
3973,-1726951989
3974,-848495345
3975,-848495343
3976,-1726951956
3977,426163501
3978,-1726951955
3979,426163501
3980,426163502
3981,-848495340
3982,426163502
3983,-848493830
3984,-848493829
3985,-848493828
3986,-848493827
3987,-1726950440
3988,426165017
3989,-848493825
3990,-1726950438
3991,-1726950437
3992,426165020
3993,-848493822
3994,-1342004061
3995,-1726955031
3996,-848498416
3997,-848498415
3998,1304617042
3999,-1726955028
4000,426160429
4001,-848498413
4002,426160429
4003,-848498412
4004,-848498411
4005,-848498410
4006,-1726955023
4007,426160434
4008,-848498408
4009,-848498407
4010,-1726955020
4011,426160437
4012,-848498405
4013,426160437
4014,-848496895
4015,-1726953508
4016,426161949
4017,-848496893
4018,426161949
4019,1304618564
4020,-1726953506
4021,1304618564
4022,426161951
4023,-848496891
4024,-848496890
4025,-1726953503
4026,-848496888
4027,-1726953501
4028,-1726953500
4029,-848496885
4030,-1726951989
4031,426163468
4032,-848495374
4033,-848495373
4034,-1726951987
4035,-1726951987
4036,426163470
4037,-848495372
4038,-848496886
4039,1304618571
4040,-848496885
4041,1304618571
4042,-1726953498
4043,-1726951987
4044,426163470
4045,-848495351
4046,426163470
4047,-1726951964
4048,-1726953474
4049,-1726953473
4050,-1726951928
4051,426163529
4052,-1726951927
4053,426163529
4054,426163530
4055,-848495312
4056,-848495311
4057,-848495310
4058,-1726951923
4059,426163534
4060,-1726951922
4061,426163535
4062,-1726951921
4063,-848495306
4064,-1726951920
4065,-1726951920
4066,426163537
4067,-1726951919
4068,426163537
4069,-1726951918
4070,-1726951896
4071,426163561
4072,-1726951895
4073,426163561
4074,-848495280
4075,-1342005582
4076,-848499938
4077,-1726956551
4078,426158906
4079,-848499936
4080,426158906
4081,-848499935
4082,-848499934
4083,-1726956547
4084,-848499932
4085,1304615525
4086,-848499931
4087,1304615525
4088,-1726956544
4089,426158913
4090,-1726956543
4091,426158914
4092,-848499928
4093,426158914
4094,-1726956541
4095,-848499926
4096,-848499925
4097,-848498415
4098,-848498414
4099,-848499927
4100,-848499926
4101,-848499927
4102,-848498416
4103,-848499926
4104,-848498415
4105,-848498416
4106,-848498414
4107,-848498415
4108,-1726955028
4109,426160429
4110,-848498413
4111,426160429
4112,-848498412
4113,-848498411
4114,-848498410
4115,-848498409
4116,-848498408
4117,-848498407
4118,-1726955020
4119,-1726953475
4120,-1726953474
4121,426161983
4122,-848496859
4123,426161983
4124,-1726953472
4125,-848496836
4126,-1726953449
4127,426162008
4128,-848496834
4129,426162008
4130,-1726951938
4131,426163519
4132,-848495323
4133,426163519
4134,-848495322
4135,-1726951936
4136,-1726951935
4137,426163522
4138,-848495320
4139,-1726951933
4140,-848495318
4141,-1726951931
4142,426163526
4143,-848495316
4144,426163526
4145,-2081563248
4146,-1342004059
4147,-1726955030
4148,-1726955029
4149,-1726955030
4150,-1726955029
4151,426160428
4152,-848498414
4153,426160428
4154,-1726955027
4155,426160430
4156,-848498412
4157,-1726955025
4158,426160432
4159,-848498410
4160,426160432
4161,-1726955028
4162,-1726955027
4163,-1726955028
4164,-1726955026
4165,-1726955027
4166,-1726955025
4167,-1726955026
4168,-848498410
4169,-1726955025
4170,-848498409
4171,-848498410
4172,-848498408
4173,-848498409
4174,-848498407
4175,-848498408
4176,-1726955021
4177,-1726955021
4178,426160436
4179,-848498406
4180,426160436
4181,-1726955019
4182,-848498406
4183,-1726955019
4184,426160438
4185,-1726955019
4186,-1726955019
4187,-848498404
4188,-1726955019
4189,-1726955017
4190,-848498404
4191,-1726955017
4192,426160440
4193,-848498402
4194,426160440
4195,-1726955015
4196,426160442
4197,-848498400
4198,-848498399
4199,-848496889
4200,-848496888
4201,-1726953501
4202,426161956
4203,-848496886
4204,426161956
4205,-1726951990
4206,426163467
4207,-1726951989
4208,426163467
4209,-848495374
4210,-848495373
4211,-848495372
4212,-1726951985
4213,-848495370
4214,-848495369
4215,1304620088
4216,-848495368
4217,-848495367
4218,-1726951980
4219,-848495344
4220,-848493825
4221,-848492280
4222,-848492279
4223,-848492278
4224,-1726948891
4225,-1726948890
4226,-1726948889
4227,-848492274
4228,-1726948887
4229,426166570
4230,-848492272
4231,426166570
4232,-848492271
4233,919720640
4234,919720640
4235,1798177255
4236,1798177256
4237,1798177257
4238,1798177258
4239,1798177259
4240,919720646
4241,919720647
4242,919720649
4243,919720650
4244,919720651
4245,1798177266
4246,919720653
4247,919720654
4248,-1222131185
4249,1798177269
4250,-1222131185
4251,-343674570
4252,919720656
4253,-1222131183
4254,919722166
4255,-1222131183
4256,-1222129673
4257,1798178781
4258,-1222129673
4259,-343673058
4260,919722168
4261,-1222129671
4262,919722169
4263,-1222129671
4264,-1222129670
4265,1798178784
4266,1798180294
4267,1798180295
4268,919723682
4269,-1222128157
4270,1798180297
4271,-1222128157
4272,919723684
4273,1798180299
4274,-343671539
4275,-343671539
4276,-1222128152
4277,-1222128152
4278,919723690
4279,-1222128149
4280,1798180305
4281,-1222128149
4282,1798180306
4283,1798180307
4284,-1222128145
4285,1798180309
4286,-1222128145
4287,919723696
4288,-1222128143
4289,-1222128143
4290,919723742
4291,-1222128097
4292,919723743
4293,1798180358
4294,1798180359
4295,919723746
4296,1798180361
4297,919723748
4298,1798180362
4299,919723749
4300,-1222128090
4301,1798180364
4302,-1222128090
4303,-343671475
4304,919723751
4305,-343671475
4306,-1222128088
4307,1798180366
4308,-1222128088
4309,919723753
4310,-1222128086
4311,1798180368
4312,-1222128086
4313,1798180369
4314,919723756
4315,-1222128083
4316,919723757
4317,-1222128082
4318,919723779
4319,-1222128082
4320,-1726955033
4321,-848498418
4322,-848498416
4323,-848498415
4324,-1726955028
4325,-1726955027
4326,-1726955026
4327,-1726955025
4328,-1726955024
4329,426160433
4330,-848498409
4331,426160433
4332,-848498408
4333,-848496898
4334,-848496897
4335,-1726953510
4336,-848496894
4337,-1726953507
4338,-848496892
4339,-848495374
4340,-848495373
4341,-1726950477
4342,426164980
4343,-848493862
4344,-848493861
4345,-1726950474
4346,-1726951984
4347,426163473
4348,-848495369
4349,426163473
4350,-1726951982
4351,426163475
4352,-848495367
4353,426163475
4354,-848493848
4355,-848493847
4356,-848493825
4357,-1726950438
4358,426165019
4359,-848493823
4360,426165019
4361,-1726950436
4362,426165021
4363,-848493821
4364,-848492311
4365,-1726948924
4366,-1726948923
4367,426166534
4368,-848492308
4369,426166534
4370,-1726948921
4371,426166536
4372,-848492306
4373,426166536
4374,1304623151
4375,-848492305
4376,-1726955033
4377,426160424
4378,-848498418
4379,426160424
4380,-1726955031
4381,-1588057611
4382,-1588057610
4383,-1588057611
4384,-1588057609
4385,-1588057610
4386,-1588057608
4387,-1588057609
4388,1828453075
4389,-1588057608
4390,1828453076
4391,1828453075
4392,1828453077
4393,1828453076
4394,1828453078
4395,1828453077
4396,-1726955029
4397,-1726955029
4398,426160428
4399,-1726955029
4400,-1726955028
4401,-1726955029
4402,-1726955028
4403,426160429
4404,-1726955028
4405,-1726955028
4406,-1726955028
4407,-1726955027
4408,-1726955028
4409,-1726955027
4410,426160430
4411,-848498412
4412,426160430
4413,-1726955025
4414,-848498412
4415,426160432
4416,-848498410
4417,426160432
4418,-848498410
4419,-1726955023
4420,-848498410
4421,426160434
4422,-848498408
4423,-848498407
4424,-848498406
4425,-848496896
4426,-848496895
4427,-1726953508
4428,-848496893
4429,-1726951997
4430,426163460
4431,-848495382
4432,426163460
4433,-1726951995
4434,426163462
4435,-848495380
4436,426163462
4437,-848495379
4438,-1726951992
4439,426163465
4440,-1726951991
4441,-848495376
4442,-848495375
4443,-848495374
4444,-1726951987
4445,426163470
4446,-848495372
4447,-1726951985
4448,426163472
4449,-848495349
4450,426163472
4451,-1726951962
4452,-1726951961
4453,-848495346
4454,-1726951959
4455,426163498
4456,-848495344
4457,426163498
4458,-1726951957
4459,426163500
4460,426163500
4461,-848495341
4462,-1726951933
4463,426163524
4464,-848495318
4465,426163524
4466,-848498421
4467,-848498420
4468,-848498419
4469,-1726955032
4470,-1726955031
4471,-1726955030
4472,-848498414
4473,426160430
4474,-1726955026
4475,426160431
4476,-848498411
4477,-848498410
4478,1304617047
4479,-848498409
4480,-848498408
4481,-848496898
4482,426161946
4483,426161946
4484,-1726953509
4485,426161948
4486,-848496894
4487,426161948
4488,-1726953507
4489,426161950
4490,426161950
4491,-1726951993
4492,-848495378
4493,-1726951991
4494,-848495376
4495,-1726951989
4496,-1726951988
4497,426163469
4498,-848495373
4499,426163469
4500,-848495372
4501,1304620085
4502,-1726951985
4503,1304620085
4504,426163472
4505,-848495370
4506,426163472
4507,-1726951983
4508,426163474
4509,-848495347
4510,426163474
4511,-848495346
4512,-848495345
4513,1304620112
4514,-848495344
4515,1304620112
4516,-848495343
4517,1304620114
4518,-848495342
4519,1304620114
4520,811111391
4521,-1726955031
4522,-1726955030
4523,-1726955031
4524,-1726955029
4525,-1726955030
4526,426160428
4527,-848498414
4528,426160428
4529,-1726955027
4530,426160430
4531,-848498412
4532,426160430
4533,-848498411
4534,-1726955024
4535,426160433
4536,-1726955023
4537,426160433
4538,426160434
4539,-848498408
4540,426160434
4541,-1726955021
4542,426160436
4543,426160436
4544,-848496894
4545,-848496893
4546,-848496892
4547,1304618565
4548,-1726953505
4549,426161952
4550,426161952
4551,-848496889
4552,-848496888
4553,-1726951992
4554,426163465
4555,-848495377
4556,-1726951990
4557,-1726951989
4558,426163468
4559,-848495374
4560,426163468
4561,-1726951987
4562,426163470
4563,-1726951986
4564,426163470
4565,426163471
4566,-848495350
4567,426163471
4568,-1726951963
4569,426163494
4570,-1726951962
4571,426163495
4572,-1726951961
4573,426163496
4574,-848495346
4575,426163496
4576,-1726951959
4577,426163498
4578,-848495344
4579,426163498
4580,-848495343
4581,-848495342
4582,-1726951955
4583,-848495340
4584,-1726955032
4585,426160425
4586,-848498415
4587,-1726955028
4588,426160429
4589,-1726955027
4590,426160430
4591,-848498412
4592,-848498411
4593,-1726955024
4594,-848498409
4595,-848498408
4596,-1726953508
4597,426161949
4598,-848496893
4599,426161949
4600,-1726951995
4601,426163462
4602,-1726951994
4603,426163462
4604,426163463
4605,-848495379
4606,426163463
4607,-848495377
4608,-848495376
4609,-848495375
4610,-1726951988
4611,426163469
4612,-1726951987
4613,426163470
4614,-848495372
4615,-1726951985
4616,426163472
4617,-848495349
4618,426163472
4619,-848495348
4620,-848495347
4621,-848495339
4622,-848495338
4623,-848496852
4624,-848496851
4625,-1726953464
4626,-848496849
4627,1304617037
4628,1304617037
4629,-848498417
4630,-1726955030
4631,426160427
4632,-848498415
4633,-1726955029
4634,-1726955029
4635,426160428
4636,-1726955028
4637,426160429
4638,-848498413
4639,426160429
4640,-848498412
4641,-848498411
4642,-848496901
4643,-1726955027
4644,-1726955027
4645,426160430
4646,-848498412
4647,426160430
4648,-848498412
4649,-848498411
4650,-848498412
4651,-848498410
4652,-848498411
4653,-848496900
4654,-848498410
4655,-848496899
4656,-848496898
4657,-1726953511
4658,426161946
4659,-848496896
4660,426161946
4661,-1726953509
4662,426161948
4663,-848496894
4664,426161948
4665,-848496893
4666,-848496892
4667,-1726953505
4668,-1726953504
4669,426161953
4670,-848496889
4671,426161953
4672,-1726953502
4673,426161955
4674,-1726951992
4675,426161955
4676,426163465
4677,-1726951991
4678,-848495376
4679,-848495375
4680,-848495381
4681,-848495377
4682,-848495355
4683,-848493836
4684,-848492291
4685,-848492290
4686,-848490775
4687,-1726947388
4688,-1726944352
4689,426171105
4690,-848487737
4691,426171105
4692,1304627720
4693,-848487736
4694,1304627720
4695,1304627721
4696,-1726944349
4697,426171108
4698,-1726944348
4699,426171108
4700,426171109
4701,-848487733
4702,426171109
4703,-1726944346
4704,-1726944345
4705,426171112
4706,-848487730
4707,-2081561736
4708,-1342001002
4709,-1726951973
4710,-1726951973
4711,426163484
4712,-848495358
