STATDATA,PLAYER,NUMERICALDATA,TIME,STAT,DATAINDEX
40628,15,,,51433,0
40629,,2,,51433,1
40630,11,,,51434,0
40631,12,,,51436,0
40632,8,,,51437,0
40633,11,,,51442,0
40634,,2,,51442,1
40635,11,,,51443,0
40636,12,,,51445,0
40637,11,,,51446,0
40638,,1,,51446,1
40639,22,,,51447,0
40640,5,,,51448,0
40641,11,,,51449,0
40642,12,,,51451,0
40644,12,,,51453,0
40645,8,,,51455,0
40646,,2,,51455,1
40647,11,,,51456,0
40648,12,,,51458,0
40649,11,,,51459,0
40650,11,,,51462,0
40652,11,,,51464,0
40653,9,,,51465,0
40654,12,,,51467,0
40655,11,,,51470,0
40656,,3,,51470,1
40657,22,,,51471,0
40658,12,,,51472,0
40659,8,,,51473,0
40660,9,,,51474,0
40661,12,,,51475,0
40663,5,,,51479,0
40664,5,,,51481,0
40665,5,,,51483,0
40666,,1,,51483,1
40667,8,,,51484,0
40668,12,,,51485,0
40669,5,,,51486,0
40670,,2,,51486,1
40671,8,,,51487,0
40672,12,,,51488,0
40673,5,,,51489,0
40674,11,,,51490,0
40675,12,,,51492,0
40676,27,,,51493,0
40677,12,,,51494,0
40678,11,,,51497,0
40679,,1,,51497,1
40680,8,,,51498,0
40681,12,,,51499,0
40682,15,,,51502,0
40683,27,,,51505,0
40684,,3,,51505,1
40685,11,,,51506,0
40686,12,,,51508,0
40687,8,,,51509,0
40688,27,,,51510,0
40689,8,,,51511,0
40690,12,,,51512,0
40691,22,,,51513,0
40693,12,,,51518,0
40694,11,,,51520,0
40695,,3,,51520,1
40696,11,,,51521,0
40697,12,,,51523,0
40699,11,,,51525,0
40701,5,,,51530,0
40702,5,,,51532,0
40703,5,,,51534,0
40704,12,,,51535,0
40705,12,,,51536,0
40706,8,,,51537,0
40707,12,,,51539,0
40708,5,,,51540,0
40709,5,,,51541,0
40710,,2,,51541,1
40711,15,,,51542,0
40712,12,,,51544,0
40713,15,,,51545,0
40714,,3,,51545,1
40715,8,,,51546,0
40716,12,,,51548,0
40717,27,,,51549,0
40718,5,,,51552,0
40719,,2,,51552,1
40720,8,,,51553,0
40721,12,,,51554,0
40722,11,,,51555,0
40723,11,,,51556,0
40724,12,,,51557,0
40725,12,,,51558,0
40726,12,,,51560,0
40727,15,,,51561,0
40728,15,,,51563,0
40729,12,,,51564,0
40732,27,,,51567,0
40733,,3,,51567,1
40734,12,,,51568,0
40735,12,,,51570,0
40736,8,,,51571,0
40737,12,,,51572,0
40738,27,,,51573,0
40739,8,,,51574,0
40740,12,,,51576,0
40741,5,,,51577,0
40742,,0,,51577,1
40743,5,,,51579,0
40744,,1,,51579,1
40745,12,,,51580,0
40746,12,,,51582,0
40747,8,,,51583,0
40748,9,,,51584,0
40749,11,,,51586,0
40750,,3,,51586,1
40751,12,,,51587,0
40752,8,,,51589,0
40753,,3,,51589,1
40754,11,,,51590,0
40755,12,,,51592,0
40756,11,,,51593,0
40757,8,,,51596,0
40758,,3,,51596,1
40759,22,,,51597,0
40760,12,,,51599,0
40761,8,,,51600,0
40762,,1,,51600,1
40763,8,,,51601,0
40764,11,,,51602,0
40765,12,,,51603,0
40766,8,,,51604,0
40767,8,,,51606,0
40768,,3,,51606,1
40769,9,,,51607,0
40770,12,,,51608,0
40771,9,,,51609,0
40772,12,,,51610,0
40773,12,,,51611,0
40774,12,,,51612,0
40775,12,,,51613,0
40776,5,,,51618,0
40777,5,,,51619,0
40778,11,,,51620,0
40779,12,,,51622,0
40780,5,,,51623,0
40781,8,,,51626,0
40782,12,,,51628,0
40783,27,,,51631,0
40784,27,,,51634,0
40785,,2,,51634,1
40786,8,,,51635,0
40787,12,,,51637,0
40788,15,,,51638,0
40789,5,,,51639,0
40790,11,,,51640,0
40791,12,,,51641,0
40792,12,,,51642,0
40793,12,,,51643,0
40794,11,,,51645,0
40795,,2,,51645,1
40796,11,,,51646,0
40797,12,,,51647,0
40798,11,,,51648,0
40799,11,,,51649,0
40800,8,,,51652,0
40801,11,,,51655,0
40802,,0,,51655,1
40803,12,,,51658,0
40804,11,,,51660,0
40805,,0,,51660,1
40806,11,,,51662,0
40807,,1,,51662,1
40810,11,,,51665,0
40811,12,,,51667,0
40812,12,,,51668,0
40813,9,,,51669,0
40814,11,,,51672,0
40815,,2,,51672,1
40816,11,,,51673,0
40817,12,,,51674,0
40818,5,,,51675,0
40819,11,,,51676,0
40820,12,,,51678,0
40821,11,,,51679,0
40822,22,,,51680,0
40823,11,,,51681,0
40824,9,,,51682,0
40825,12,,,51683,0
40826,8,,,51684,0
40827,11,,,51685,0
40828,12,,,51687,0
40829,11,,,51688,0
40830,,3,,51688,1
40831,22,,,51689,0
40832,12,,,51690,0
40833,22,,,51691,0
40834,9,,,51691,1
40835,5,,,51693,0
40836,11,,,51696,0
40837,,1,,51696,1
40838,11,,,51697,0
40839,12,,,51699,0
40840,27,,,51700,0
40841,11,,,51703,0
40842,,1,,51703,1
40843,12,,,51704,0
40844,11,,,51707,0
40845,,2,,51707,1
40846,8,,,51708,0
40847,12,,,51709,0
40848,8,,,51710,0
40849,12,,,51712,0
40850,15,,,51713,0
40851,12,,,51714,0
40852,11,,,51717,0
40853,,3,,51717,1
40854,11,,,51718,0
40855,12,,,51720,0
40856,11,,,51721,0
40857,,1,,51721,1
40858,11,,,51722,0
40859,12,,,51724,0
40860,8,,,51725,0
40861,8,,,51726,0
40862,,3,,51726,1
40863,11,,,51727,0
40864,12,,,51729,0
40865,11,,,51730,0
40866,,0,,51730,1
40867,12,,,51732,0
40868,8,,,51733,0
40869,,3,,51733,1
40870,11,,,51734,0
40871,12,,,51736,0
40872,27,,,51737,0
40873,11,,,51738,0
40874,8,,,51739,0
40875,15,,,51740,0
40876,12,,,51741,0
40877,27,,,51744,0
40878,27,,,51747,0
40879,8,,,51748,0
40880,12,,,51750,0
40881,11,,,51752,0
40882,12,,,51753,0
40883,15,,,51756,0
40884,8,,,51757,0
40885,15,,,51759,0
40886,15,,,51760,0
40887,12,,,51761,0
40888,11,,,51765,0
40889,11,,,51768,0
40890,,2,,51768,1
40891,11,,,51769,0
40892,12,,,51771,0
40893,11,,,51772,0
40894,,2,,51772,1
40895,8,,,51773,0
40896,12,,,51775,0
40897,12,,,51776,0
40898,12,,,51779,0
40899,11,,,51780,0
40900,11,,,51782,0
40901,,1,,51782,1
40902,5,,,51785,0
40903,,2,,51785,1
40904,8,,,51786,0
40905,12,,,51788,0
40906,8,,,51789,0
40907,12,,,51790,0
40908,12,,,51791,0
40909,11,,,51792,0
40910,12,,,51793,0
40911,11,,,51796,0
40912,11,,,51798,0
40913,,1,,51798,1
40914,8,,,51799,0
40915,12,,,51800,0
40916,8,,,51801,0
40917,12,,,51802,0
40918,12,,,51803,0
40919,15,,,51804,0
40920,12,,,51806,0
40921,15,,,51807,0
40922,,1,,51807,1
40923,12,,,51808,0
40924,11,,,51810,0
40925,,2,,51810,1
40926,9,,,51811,0
40927,12,,,51813,0
40928,5,,,51816,0
40929,11,,,51819,0
40930,5,,,51821,0
40931,12,,,51822,0
40932,12,,,51823,0
40933,15,,,51824,0
40934,8,,,51826,0
40935,,1,,51826,1
40936,27,,,51831,0
40937,57,,,51832,0
40938,27,,,51835,0
40939,,2,,51835,1
40940,11,,,51836,0
40941,12,,,51837,0
40942,27,,,51838,0
40943,27,,,51840,0
40944,,3,,51840,1
40945,11,,,51841,0
40946,12,,,51843,0
40947,57,,,51844,0
40948,12,,,51845,0
40949,5,,,51847,0
40950,,1,,51847,1
40951,11,,,51848,0
40952,12,,,51849,0
40953,11,,,51852,0
40954,8,,,51853,0
40955,11,,,51855,0
40956,11,,,51856,0
40957,12,,,51857,0
40958,5,,,51859,0
40959,,2,,51859,1
40960,8,,,51860,0
40961,12,,,51862,0
40962,12,,,51863,0
40963,12,,,51864,0
40964,12,,,51865,0
40965,8,,,51866,0
40966,12,,,51867,0
40967,5,,,51868,0
40968,11,,,51871,0
40969,,2,,51871,1
40970,8,,,51872,0
40971,12,,,51873,0
40972,5,,,51874,0
40973,8,,,51875,0
40974,12,,,51876,0
40975,11,,,51877,0
40976,12,,,51878,0
40977,12,,,51879,0
40978,5,,,51881,0
40979,,2,,51881,1
40980,8,,,51882,0
40981,12,,,51883,0
40982,5,,,51884,0
40983,,1,,51884,1
40984,11,,,51885,0
40985,9,,,51886,0
40986,12,,,51887,0
40987,11,,,51888,0
40988,8,,,51891,0
40989,12,,,51892,0
40990,12,,,51893,0
40991,12,,,51894,0
40992,8,,,51899,0
40993,12,,,51901,0
40994,5,,,51902,0
40995,,2,,51902,1
40996,11,,,51903,0
40997,12,,,51905,0
40998,8,,,51906,0
40999,12,,,51908,0
41000,8,,,51911,0
41001,12,,,51913,0
41002,11,,,51914,0
41003,,1,,51914,1
41004,11,,,51915,0
41005,12,,,51917,0
41006,9,,,51918,0
41007,9,,,51921,0
41008,8,,,51922,0
41009,8,,,51924,0
41010,,1,,51924,1
41011,11,,,51925,0
41012,12,,,51927,0
41013,11,,,51928,0
41014,22,,,51931,0
41015,12,,,51933,0
41016,11,,,51934,0
41017,12,,,51936,0
41018,9,,,51937,0
41019,12,,,51938,0
41022,8,,,51945,0
41023,12,,,51946,0
41024,8,,,51947,0
41025,12,,,51949,0
41026,10,,,51950,0
41027,,1,,51950,1
41028,8,,,51953,0
41029,12,,,51955,0
41030,10,,,51956,0
41031,12,,,51957,0
41032,12,,,51958,0
41033,8,,,51959,0
41034,12,,,51961,0
41035,10,,,51962,0
41036,10,,,51967,0
41037,,2,,51967,1
41038,8,,,51968,0
41039,12,,,51970,0
41040,12,,,51971,0
41041,8,,,51976,0
41042,8,,,51977,0
41043,10,,,51979,0
41044,,1,,51979,1
41045,11,,,51980,0
41046,12,,,51982,0
41047,10,,,51983,0
41048,,1,,51983,1
41049,8,,,51984,0
41050,12,,,51985,0
41051,13,,,51986,0
41052,12,,,51987,0
41053,12,,,51988,0
41054,10,,,51991,0
41055,,3,,51991,1
41056,11,,,51992,0
41057,12,,,51994,0
41058,13,,,51995,0
41059,12,,,51996,0
41060,12,,,51997,0
41061,8,,,51998,0
41062,12,,,51999,0
41063,11,,,52000,0
41064,8,,,52001,0
41065,,3,,52001,1
41066,11,,,52002,0
41067,12,,,52004,0
41068,9,,,52005,0
41069,9,,,52010,0
41070,8,,,52011,0
41071,22,,,52014,0
41072,11,,,52019,0
41074,22,,,52021,0
41075,10,,,52023,0
41076,,1,,52023,1
41077,12,,,52024,0
41078,10,,,52026,0
41079,,1,,52026,1
41080,11,,,52027,0
41081,12,,,52029,0
41082,10,,,52030,0
41083,,1,,52030,1
41084,8,,,52031,0
41085,11,,,52032,0
41086,8,,,52033,0
41087,12,,,52034,0
41088,11,,,52035,0
41089,8,,,52036,0
41090,12,,,52038,0
41091,10,,,52039,0
41092,8,,,52042,0
41093,12,,,52044,0
41094,10,,,52045,0
41095,,3,,52045,1
41096,8,,,52046,0
41097,12,,,52048,0
41098,12,,,52049,0
41099,9,,,52050,0
41100,8,,,52051,0
41101,8,,,52052,0
41102,12,,,52054,0
41103,12,,,52055,0
41104,12,,,52056,0
41105,12,,,52057,0
41106,12,,,52060,0
41107,8,,,52061,0
41108,10,,,52062,0
41109,11,,,52063,0
41110,12,,,52065,0
41111,12,,,52066,0
41112,13,,,52067,0
41113,8,,,52068,0
41114,12,,,52070,0
41115,12,,,52071,0
41116,10,,,52074,0
41117,,2,,52074,1
41118,8,,,52075,0
41119,12,,,52077,0
41120,8,,,52078,0
41121,,2,,52078,1
41122,8,,,52079,0
41123,12,,,52080,0
41124,8,,,52083,0
41125,8,,,52086,0
41126,11,,,52087,0
41127,10,,,52089,0
41128,,1,,52089,1
41129,9,,,52090,0
41130,12,,,52091,0
41131,13,,,52094,0
41132,8,,,52097,0
41133,,2,,52097,1
41134,11,,,52098,0
41135,12,,,52099,0
41136,9,,,52100,0
41137,11,,,52101,0
41138,8,,,52103,0
41139,,3,,52103,1
41140,11,,,52104,0
41141,12,,,52105,0
41142,11,,,52106,0
41143,8,,,52107,0
41144,12,,,52109,0
41145,10,,,52110,0
41146,,3,,52110,1
41147,9,,,52111,0
41148,12,,,52112,0
41149,8,,,52113,0
41150,,3,,52113,1
41151,11,,,52114,0
41152,12,,,52116,0
41153,9,,,52119,0
41154,9,,,52122,0
41155,12,,,52123,0
41156,8,,,52126,0
41157,,2,,52126,1
41158,11,,,52127,0
41159,12,,,52129,0
41162,11,,,52131,0
41163,10,,,52133,0
41164,,3,,52133,1
41165,12,,,52135,0
41166,12,,,52136,0
41167,8,,,52137,0
41168,5,,,52138,0
41169,9,,,52139,0
41170,12,,,52140,0
41171,12,,,52141,0
41172,12,,,52142,0
41173,5,,,52143,0
41174,12,,,52144,0
41175,10,,,52145,0
41176,,3,,52145,1
41177,8,,,52146,0
41178,12,,,52148,0
41179,8,,,52149,0
41180,5,,,52150,0
41181,12,,,52152,0
41182,10,,,52153,0
41183,,1,,52153,1
41184,5,,,52154,0
41185,12,,,52156,0
41186,13,,,52157,0
41187,22,,,52158,0
41188,8,,,52161,0
41189,,2,,52161,1
41190,9,,,52162,0
41191,12,,,52164,0
41192,9,,,52167,0
41193,8,,,52168,0
41194,5,,,52169,0
41195,12,,,52171,0
41196,9,,,52172,0
41197,9,,,52175,0
41198,10,,,52176,0
41199,9,,,52179,0
41200,12,,,52180,0
41201,10,,,52183,0
41202,,1,,52183,1
41203,5,,,52184,0
41204,12,,,52186,0
41205,5,,,52187,0
41206,10,,,52188,0
41209,8,,,52191,0
41211,5,,,52194,0
41212,,3,,52194,1
41213,12,,,52196,0
41214,10,,,52197,0
41215,13,,,52198,0
41216,8,,,52199,0
41217,12,,,52200,0
41218,8,,,52201,0
41219,12,,,52203,0
41220,10,,,52204,0
41221,13,,,52205,0
41222,5,,,52206,0
41223,8,,,52207,0
41224,12,,,52209,0
41225,10,,,52210,0
41226,13,,,52211,0
41227,10,,,52213,0
41228,5,,,52214,0
41229,10,,,52217,0
41230,5,,,52219,0
41231,,1,,52219,1
41232,8,,,52220,0
41233,12,,,52221,0
41234,9,,,52222,0
41235,8,,,52223,0
41236,12,,,52225,0
41237,5,,,52226,0
41238,,3,,52226,1
41239,5,,,52227,0
41240,,2,,52227,1
41241,8,,,52228,0
41242,12,,,52230,0
41243,12,,,52231,0
41244,8,,,52234,0
41245,,3,,52234,1
41246,8,,,52235,0
41247,12,,,52237,0
41248,10,,,52238,0
41249,,1,,52238,1
41250,10,,,52241,0
41251,,1,,52241,1
41252,10,,,52242,0
41253,8,,,52243,0
41254,12,,,52245,0
41255,5,,,52246,0
41256,,1,,52246,1
41257,9,,,52247,0
41258,12,,,52248,0
41259,8,,,52251,0
41260,8,,,52252,0
41261,8,,,52253,0
41262,12,,,52255,0
41263,8,,,52256,0
41264,8,,,52259,0
41265,8,,,52260,0
41266,5,,,52261,0
41267,12,,,52263,0
41269,8,,,52265,0
41270,8,,,52267,0
41271,8,,,52270,0
41273,8,,,52275,0
41274,10,,,52277,0
41275,,3,,52277,1
41276,5,,,52278,0
41277,12,,,52279,0
41278,13,,,52284,0
41279,22,,,52285,0
41280,5,,,52286,0
41281,5,,,52287,0
41282,12,,,52289,0
41283,13,,,52290,0
41284,12,,,52291,0
41285,8,,,52293,0
41286,,3,,52293,1
41287,5,,,52294,0
41288,12,,,52296,0
41289,5,,,52297,0
41290,12,,,52298,0
41291,10,,,52299,0
41292,9,,,52300,0
41293,10,,,52302,0
41294,,0,,52302,1
41295,10,,,52304,0
41296,,3,,52304,1
41297,5,,,52305,0
41298,12,,,52307,0
41299,8,,,52308,0
41300,,3,,52308,1
41301,5,,,52309,0
41302,12,,,52311,0
41303,22,,,52312,0
41304,12,,,52314,0
41305,12,,,52315,0
41308,9,,,52318,0
41309,12,,,52319,0
41310,5,,,52320,0
41311,12,,,52321,0
41312,8,,,52322,0
41313,12,,,52323,0
41314,8,,,52324,0
41315,12,,,52325,0
41316,10,,,52326,0
41317,,1,,52326,1
41318,8,,,52327,0
41319,12,,,52328,0
41320,5,,,52329,0
41321,5,,,52330,0
41322,10,,,52331,0
41323,,3,,52331,1
41324,12,,,52332,0
41325,12,,,52333,0
41326,13,,,52334,0
41327,8,,,52336,0
41328,,3,,52336,1
41329,8,,,52337,0
41330,12,,,52338,0
41331,13,,,52339,0
41332,10,,,52340,0
41333,10,,,52341,0
41334,8,,,52342,0
41335,12,,,52344,0
41336,8,,,52345,0
41337,12,,,52347,0
41338,8,,,52348,0
41339,12,,,52349,0
41340,12,,,52350,0
41341,8,,,52351,0
41342,12,,,52352,0
41343,8,,,52353,0
41344,9,,,52354,0
41345,12,,,52356,0
41346,8,,,52357,0
41347,8,,,52358,0
41348,9,,,52359,0
41349,12,,,52361,0
41350,8,,,52362,0
41351,8,,,52363,0
41352,8,,,52366,0
41353,5,,,52367,0
41354,12,,,52368,0
41355,12,,,52369,0
41356,8,,,52370,0
41357,12,,,52371,0
41358,10,,,52374,0
41359,,3,,52374,1
41360,5,,,52375,0
41361,12,,,52377,0
41362,13,,,52378,0
41363,22,,,52379,0
41364,9,,,52380,0
41365,12,,,52382,0
41366,5,,,52383,0
41367,,3,,52383,1
41368,22,,,52384,0
41369,12,,,52385,0
41370,5,,,52386,0
41371,5,,,52387,0
41372,12,,,52389,0
41375,9,,,52391,0
41377,8,,,52394,0
41378,,1,,52394,1
41379,12,,,52396,0
41380,9,,,52397,0
41381,8,,,52400,0
41382,,1,,52400,1
41383,12,,,52401,0
41384,12,,,52402,0
41385,12,,,52403,0
41386,12,,,52404,0
41387,8,,,52405,0
41388,12,,,52406,0
41389,10,,,52407,0
41390,5,,,52408,0
41391,12,,,52409,0
41392,22,,,52410,0
41393,12,,,52412,0
41394,5,,,52415,0
41395,12,,,52416,0
41396,12,,,52417,0
41397,5,,,52418,0
41398,12,,,52419,0
41399,10,,,52424,0
41400,9,,,52425,0
41401,8,,,52426,0
41403,10,,,52429,0
41404,12,,,52430,0
41405,13,,,52430,1
41406,10,,,52432,0
41407,13,,,52433,0
41408,9,,,52434,0
41409,8,,,52435,0
41411,12,,,52437,0
41413,5,,,52439,0
41415,10,,,52443,0
41416,10,,,52444,0
41417,10,,,52445,0
41418,10,,,52447,0
41419,,2,,52447,1
41423,8,,,52452,0
41425,10,,,52455,0
41426,,1,,52455,1
41427,12,,,52458,0
41428,12,,,52467,0
41429,12,,,52469,0
41430,12,,,52470,0
41431,12,,,52471,0
41432,12,,,52475,0
41433,12,,,52479,0
41434,10,,,52481,0
41435,,3,,52481,1
41436,8,,,52482,0
41437,12,,,52484,0
41438,10,,,52485,0
41439,,3,,52485,1
41440,9,,,52486,0
41441,12,,,52488,0
41442,8,,,52489,0
41443,8,,,52490,0
41444,5,,,52491,0
41445,12,,,52492,0
41446,8,,,52493,0
41447,12,,,52494,0
41448,10,,,52496,0
41449,,1,,52496,1
41450,8,,,52497,0
41451,12,,,52498,0
41452,8,,,52499,0
41453,5,,,52500,0
41454,12,,,52501,0
41455,8,,,52502,0
41456,5,,,52503,0
41457,12,,,52505,0
41458,10,,,52506,0
41459,,3,,52506,1
41460,9,,,52507,0
41461,12,,,52509,0
41462,13,,,52510,0
41463,12,,,52511,0
41464,12,,,52512,0
41465,8,,,52513,0
41466,12,,,52515,0
41467,12,,,52516,0
41468,12,,,52517,0
41469,8,,,52518,0
41470,12,,,52520,0
41471,13,,,52521,0
41472,9,,,52522,0
41473,9,,,52523,0
41474,8,,,52524,0
41475,12,,,52525,0
41476,13,,,52526,0
41477,,3,,52526,1
41478,5,,,52527,0
41479,12,,,52528,0
41480,13,,,52529,0
41481,8,,,52530,0
41482,12,,,52532,0
41483,10,,,52533,0
41484,,1,,52533,1
41485,9,,,52534,0
41486,12,,,52535,0
41487,8,,,52536,0
41488,5,,,52537,0
41489,12,,,52538,0
41490,22,,,52539,0
41491,8,,,52540,0
41492,8,,,52541,0
41493,22,,,52542,0
41494,12,,,52544,0
41496,9,,,52546,0
41497,9,,,52548,0
41498,9,,,52550,0
41499,9,,,52551,0
41500,12,,,52552,0
41501,8,,,52554,0
41502,,2,,52554,1
41503,22,,,52555,0
41504,12,,,52557,0
41505,8,,,52558,0
41506,,3,,52558,1
41507,5,,,52559,0
41508,12,,,52561,0
41509,5,,,52562,0
41510,22,,,52563,0
41511,12,,,52564,0
41512,8,,,52565,0
41513,12,,,52567,0
41514,5,,,52568,0
41515,22,,,52569,0
41516,22,,,52570,0
41517,8,,,52572,0
41518,,3,,52572,1
41519,22,,,52573,0
41520,12,,,52574,0
41521,9,,,52575,0
41522,8,,,52576,0
41523,12,,,52578,0
41524,10,,,52579,0
41525,5,,,52580,0
41526,8,,,52581,0
41527,12,,,52583,0
41528,12,,,52584,0
41529,12,,,52585,0
41530,12,,,52586,0
41531,13,,,52587,0
41532,8,,,52589,0
41533,,1,,52589,1
41534,10,,,52592,0
41535,,0,,52592,1
41536,10,,,52594,0
41537,,1,,52594,1
41538,8,,,52595,0
41539,12,,,52596,0
41540,5,,,52597,0
41541,8,,,52598,0
41542,12,,,52600,0
41543,8,,,52601,0
41544,8,,,52604,0
41545,10,,,52605,0
41546,,1,,52605,1
41547,5,,,52606,0
41548,12,,,52607,0
41549,9,,,52610,0
41550,13,,,52611,0
41551,8,,,52612,0
41552,12,,,52614,0
41553,13,,,52617,0
41556,13,,,52623,0
41557,13,,,52625,0
41558,8,,,52626,0
41559,13,,,52629,0
41560,13,,,52630,0
41561,13,,,52633,0
41562,8,,,52634,0
41563,10,,,52636,0
41564,,3,,52636,1
41565,9,,,52637,0
41566,12,,,52638,0
41567,5,,,52639,0
41568,12,,,52640,0
41569,12,,,52641,0
41570,8,,,52643,0
41571,,3,,52643,1
41572,22,,,52644,0
41573,12,,,52646,0
41574,5,,,52649,0
41575,,3,,52649,1
41576,22,,,52650,0
41577,12,,,52652,0
41578,5,,,52653,0
41579,5,,,52656,0
41580,8,,,52657,0
41581,8,,,52659,0
41582,,2,,52659,1
41583,8,,,52660,0
41584,12,,,52662,0
41585,8,,,52663,0
41586,,1,,52663,1
41587,10,,,52664,0
41588,,3,,52664,1
41589,12,,,52665,0
41590,12,,,52666,0
41591,8,,,52667,0
41592,10,,,52669,0
41593,5,,,52670,0
41594,11,,,52671,0
41595,12,,,52672,0
41596,10,,,52675,0
41597,5,,,52678,0
41598,,3,,52678,1
41599,11,,,52679,0
41600,12,,,52680,0
41601,8,,,52681,0
41602,12,,,52682,0
41603,9,,,52683,0
41604,12,,,52684,0
41607,12,,,52691,0
41608,11,,,52692,0
41609,12,,,52693,0
41611,5,,,52695,0
41612,8,,,52696,0
41614,8,,,52698,0
41616,12,,,52703,0
41617,12,,,52704,0
41618,12,,,52706,0
41619,8,,,52707,0
41620,,1,,52707,1
41621,10,,,52710,0
41622,,1,,52710,1
41623,9,,,52711,0
41624,12,,,52712,0
41625,8,,,52715,0
41626,12,,,52716,0
41627,12,,,52717,0
41628,5,,,52718,0
41629,11,,,52719,0
41630,12,,,52721,0
41631,8,,,52722,0
41632,8,,,52723,0
41633,8,,,52726,0
41634,11,,,52727,0
41635,8,,,52729,0
41636,5,,,52730,0
41637,11,,,52731,0
41638,12,,,52732,0
41639,5,,,52733,0
41640,12,,,52734,0
41641,8,,,52737,0
41642,10,,,52738,0
41643,8,,,52739,0
41644,12,,,52740,0
41645,8,,,52743,0
41646,5,,,52744,0
41647,9,,,52745,0
41648,8,,,52748,0
41649,,3,,52748,1
41650,10,,,52751,0
41651,,3,,52751,1
41652,11,,,52752,0
41653,12,,,52754,0
41654,11,,,52755,0
41655,8,,,52756,0
41656,8,,,52757,0
41657,12,,,52758,0
41658,8,,,52759,0
41659,8,,,52762,0
41660,,3,,52762,1
41661,9,,,52763,0
41662,12,,,52764,0
41663,9,,,52767,0
41664,22,,,52770,0
41665,10,,,52771,0
41666,12,,,52772,0
41667,12,,,52773,0
41668,12,,,52774,0
41669,5,,,52777,0
41670,,2,,52777,1
41671,22,,,52778,0
41672,12,,,52779,0
41673,10,,,52780,0
41674,,1,,52780,1
41675,5,,,52781,0
41676,12,,,52783,0
41677,5,,,52784,0
41678,10,,,52785,0
41679,8,,,52786,0
41680,12,,,52788,0
41681,8,,,52789,0
41682,,1,,52789,1
41683,8,,,52790,0
41684,12,,,52792,0
41685,12,,,52793,0
41686,13,,,52794,0
41687,5,,,52796,0
41688,,2,,52796,1
41689,12,,,52797,0
41690,13,,,52799,0
41691,,1,,52799,1
41692,9,,,52800,0
41693,12,,,52801,0
41694,8,,,52802,0
41695,12,,,52803,0
41696,13,,,52804,0
41697,27,,,52809,0
41698,13,,,52812,0
41699,,1,,52812,1
41700,12,,,52813,0
41701,12,,,52814,0
41702,5,,,52815,0
41703,27,,,52816,0
41704,13,,,52819,0
41705,,1,,52819,1
41706,13,,,52822,0
41707,,3,,52822,1
41708,11,,,52823,0
41709,12,,,52825,0
41710,5,,,52826,0
41711,13,,,52828,0
41712,,0,,52828,1
41713,13,,,52830,0
41714,,1,,52830,1
41715,11,,,52831,0
41716,12,,,52833,0
41717,11,,,52834,0
41718,11,,,52837,0
41719,5,,,52839,0
41720,,1,,52839,1
41721,8,,,52840,0
41722,12,,,52842,0
41723,8,,,52843,0
41724,,3,,52843,1
41725,11,,,52844,0
41726,12,,,52845,0
41727,5,,,52848,0
41728,,1,,52848,1
41729,11,,,52849,0
41730,12,,,52851,0
41731,8,,,52852,0
41732,12,,,52854,0
41733,12,,,52855,0
41734,11,,,52856,0
41735,,3,,52856,1
41736,8,,,52857,0
41737,12,,,52859,0
41738,12,,,52860,0
41739,8,,,52862,0
41740,,2,,52862,1
41741,12,,,52863,0
41742,11,,,52865,0
41743,,1,,52865,1
41744,11,,,52866,0
41745,11,,,52867,0
41746,12,,,52869,0
41748,8,,,52871,0
41749,8,,,52873,0
41750,11,,,52874,0
41751,8,,,52875,0
41752,12,,,52876,0
41753,8,,,52879,0
41754,5,,,52880,0
41755,,3,,52880,1
41756,9,,,52881,0
41757,12,,,52882,0
41758,9,,,52883,0
41759,11,,,52884,0
41760,12,,,52886,0
41762,8,,,52888,0
41763,8,,,52890,0
41764,11,,,52893,0
41765,,1,,52893,1
41766,9,,,52894,0
41767,12,,,52896,0
41768,13,,,52897,0
41769,13,,,52900,0
41770,8,,,52901,0
41771,9,,,52902,0
41772,12,,,52904,0
41773,8,,,52905,0
41774,,1,,52905,1
41775,8,,,52906,0
41776,12,,,52907,0
41777,13,,,52908,0
41778,12,,,52909,0
41779,12,,,52910,0
41780,11,,,52911,0
41781,27,,,52913,0
41782,13,,,52916,0
41783,,1,,52916,1
41784,5,,,52921,0
41786,11,,,52926,0
41787,5,,,52928,0
41788,,2,,52928,1
41789,8,,,52929,0
41790,12,,,52931,0
41791,8,,,52932,0
41792,,1,,52932,1
41793,11,,,52935,0
41794,,3,,52935,1
41795,8,,,52936,0
41796,12,,,52938,0
41798,12,,,52941,0
41799,11,,,52943,0
41800,,2,,52943,1
41801,8,,,52944,0
41802,12,,,52946,0
41803,8,,,52947,0
41804,,2,,52947,1
41805,8,,,52948,0
41806,12,,,52949,0
41807,11,,,52950,0
41808,12,,,52952,0
41809,12,,,52953,0
41812,57,,,52956,0
41813,,1,,52956,1
41814,11,,,52957,0
41815,12,,,52959,0
41816,57,,,52960,0
41817,,1,,52960,1
41818,57,,,52963,0
41819,,1,,52963,1
41820,5,,,52966,0
41822,5,,,52969,0
41823,5,,,52971,0
41824,8,,,52972,0
41825,57,,,52974,0
41826,,0,,52974,1
41827,57,,,52976,0
41828,,1,,52976,1
41829,57,,,52979,0
41830,,0,,52979,1
41831,10,,,52983,0
41833,11,,,52986,0
41834,5,,,52988,0
41835,,2,,52988,1
41836,11,,,52989,0
41837,12,,,52991,0
41838,10,,,52992,0
41839,,1,,52992,1
